hand,truco_score
2b 4b 7o,15.766795
2b 4b 7c,-17.83475
2b 4b 10e,-13.664865
2b 4b 10b,-13.664865
2b 4b 10o,-13.664865
2b 4b 10c,-13.664865
2b 4b 11e,-8.055598
2b 4b 11b,-8.055598
2b 4b 11o,-8.055598
2b 4b 11c,-8.055598
2b 4b 12e,-2.446332
2b 4b 12b,-2.446332
2b 4b 12o,-2.446332
2b 4b 12c,-2.446332
2b 4o 4c,-33.292664
2b 4o 5e,-27.68803
2b 4o 5b,-27.68803
2b 4o 5o,-27.68803
2b 4o 5c,-27.68803
2b 4o 6e,-22.078764
2b 4o 6b,-22.078764
2b 4o 6o,-22.078764
2b 4o 6c,-22.078764
2b 4o 7e,17.267954
2b 4o 7b,-17.83475
2b 4o 7o,15.766795
2b 4o 7c,-17.83475
2b 4o 10e,-13.664865
2b 4o 10b,-13.664865
2b 4o 10o,-13.664865
2b 4o 10c,-13.664865
2b 4o 11e,-8.055598
2b 4o 11b,-8.055598
2b 4o 11o,-8.055598
2b 4o 11c,-8.055598
2b 4o 12e,-2.446332
2b 4o 12b,-2.446332
2b 4o 12o,-2.446332
2b 4o 12c,-2.446332
2b 4c 5e,-27.68803
2b 4c 5b,-27.68803
2b 4c 5o,-27.68803
2b 4c 5c,-27.68803
2b 4c 6e,-22.078764
2b 4c 6b,-22.078764
2b 4c 6o,-22.078764
2b 4c 6c,-22.078764
2b 4c 7e,17.267954
2b 4c 7b,-17.83475
2b 4c 7o,15.766795
2b 4c 7c,-17.83475
2b 4c 10e,-13.664865
2b 4c 10b,-13.664865
2b 4c 10o,-13.664865
2b 4c 10c,-13.664865
2b 4c 11e,-8.055598
2b 4c 11b,-8.055598
2b 4c 11o,-8.055598
2b 4c 11c,-8.055598
2b 4c 12e,-2.446332
2b 4c 12b,-2.446332
2b 4c 12o,-2.446332
2b 4c 12c,-2.446332
2b 5e 5b,-22.290348
2b 5e 5o,-22.290348
2b 5e 5c,-22.290348
2b 5e 6e,-17.062548
2b 5e 6b,-17.062548
2b 5e 6o,-17.062548
2b 5e 6c,-17.062548
2b 5e 7e,19.352896
2b 5e 7b,-13.133591
2b 5e 7o,17.97529
2b 5e 7c,-13.133591
2b 5e 10e,-9.241699
2b 5e 10b,-9.241699
2b 5e 10o,-9.241699
2b 5e 10c,-9.241699
2b 5e 11e,-4.027799
2b 5e 11b,-4.027799
2b 5e 11o,-4.027799
2b 5e 11c,-4.027799
2b 5e 12e,1.1861004
2b 5e 12b,1.1861004
2b 5e 12o,1.1861004
2b 5e 12c,1.1861004
2b 5b 5o,-22.290348
2b 5b 5c,-22.290348
2b 5b 6e,-17.062548
2b 5b 6b,-17.062548
2b 5b 6o,-17.062548
2b 5b 6c,-17.062548
2b 5b 7e,19.352896
2b 5b 7b,-13.133591
2b 5b 7o,17.97529
2b 5b 7c,-13.133591
2b 5b 10e,-9.241699
2b 5b 10b,-9.241699
2b 5b 10o,-9.241699
2b 5b 10c,-9.241699
2b 5b 11e,-4.027799
2b 5b 11b,-4.027799
2b 5b 11o,-4.027799
2b 5b 11c,-4.027799
2b 5b 12e,1.1861004
2b 5b 12b,1.1861004
2b 5b 12o,1.1861004
2b 5b 12c,1.1861004
2b 5o 5c,-22.290348
2b 5o 6e,-17.062548
2b 5o 6b,-17.062548
2b 5o 6o,-17.062548
2b 5o 6c,-17.062548
2b 5o 7e,19.352896
2b 5o 7b,-13.133591
2b 5o 7o,17.97529
2b 5o 7c,-13.133591
2b 5o 10e,-9.241699
2b 5o 10b,-9.241699
2b 5o 10o,-9.241699
2b 5o 10c,-9.241699
2b 5o 11e,-4.027799
2b 5o 11b,-4.027799
2b 5o 11o,-4.027799
2b 5o 11c,-4.027799
2b 5o 12e,1.1861004
2b 5o 12b,1.1861004
2b 5o 12o,1.1861004
2b 5o 12c,1.1861004
2b 5c 6e,-17.062548
2b 5c 6b,-17.062548
2b 5c 6o,-17.062548
2b 5c 6c,-17.062548
2b 5c 7e,19.352896
2b 5c 7b,-13.133591
2b 5c 7o,17.97529
2b 5c 7c,-13.133591
2b 5c 10e,-9.241699
2b 5c 10b,-9.241699
2b 5c 10o,-9.241699
2b 5c 10c,-9.241699
2b 5c 11e,-4.027799
2b 5c 11b,-4.027799
2b 5c 11o,-4.027799
2b 5c 11c,-4.027799
2b 5c 12e,1.1861004
2b 5c 12b,1.1861004
2b 5c 12o,1.1861004
2b 5c 12c,1.1861004
2b 6e 6b,-12.078765
2b 6e 6o,-12.078765
2b 6e 6c,-12.078765
2b 6e 7e,21.437838
2b 6e 7b,-8.432432
2b 6e 7o,20.183784
2b 6e 7c,-8.432432
2b 6e 10e,-4.818533
2b 6e 10b,-4.818533
2b 6e 10o,-4.818533
2b 6e 10c,-4.818533
2b 6e 11e,0
2b 6e 11b,0
2b 6e 11o,0
2b 6e 11c,0
2b 6e 12e,4.818533
2b 6e 12b,4.818533
2b 6e 12o,4.818533
2b 6e 12c,4.818533
2b 6b 6o,-12.078765
2b 6b 6c,-12.078765
2b 6b 7e,21.437838
2b 6b 7b,-8.432432
2b 6b 7o,20.183784
2b 6b 7c,-8.432432
2b 6b 10e,-4.818533
2b 6b 10b,-4.818533
2b 6b 10o,-4.818533
2b 6b 10c,-4.818533
2b 6b 11e,0
2b 6b 11b,0
2b 6b 11o,0
2b 6b 11c,0
2b 6b 12e,4.818533
2b 6b 12b,4.818533
2b 6b 12o,4.818533
2b 6b 12c,4.818533
2b 6o 6c,-12.078765
2b 6o 7e,21.437838
2b 6o 7b,-8.432432
2b 6o 7o,20.183784
2b 6o 7c,-8.432432
2b 6o 10e,-4.818533
2b 6o 10b,-4.818533
2b 6o 10o,-4.818533
2b 6o 10c,-4.818533
2b 6o 11e,0
2b 6o 11b,0
2b 6o 11o,0
2b 6o 11c,0
2b 6o 12e,4.818533
2b 6o 12b,4.818533
2b 6o 12o,4.818533
2b 6o 12c,4.818533
2b 6c 7e,21.437838
2b 6c 7b,-8.432432
2b 6c 7o,20.183784
2b 6c 7c,-8.432432
2b 6c 10e,-4.818533
2b 6c 10b,-4.818533
2b 6c 10o,-4.818533
2b 6c 10c,-4.818533
2b 6c 11e,0
2b 6c 11b,0
2b 6c 11o,0
2b 6c 11c,0
2b 6c 12e,4.818533
2b 6c 12b,4.818533
2b 6c 12o,4.818533
2b 6c 12c,4.818533
2b 7e 7b,22.92973
2b 7e 7o,34.520462
2b 7e 7c,22.92973
2b 7e 10e,24.56525
2b 7e 10b,24.56525
2b 7e 10o,24.56525
2b 7e 10c,24.56525
2b 7e 11e,26.650192
2b 7e 11b,26.650192
2b 7e 11o,26.650192
2b 7e 11c,26.650192
2b 7e 12e,28.735136
2b 7e 12b,28.735136
2b 7e 12o,28.735136
2b 7e 12c,28.735136
2b 7b 7o,21.772972
2b 7b 7c,-4.8833976
2b 7b 10e,-1.5196911
2b 7b 10b,-1.5196911
2b 7b 10o,-1.5196911
2b 7b 10c,-1.5196911
2b 7b 11e,2.9837837
2b 7b 11b,2.9837837
2b 7b 11o,2.9837837
2b 7b 11c,2.9837837
2b 7b 12e,7.487259
2b 7b 12b,7.487259
2b 7b 12o,7.487259
2b 7b 12c,7.487259
2b 7o 7c,21.772972
2b 7o 10e,23.496525
2b 7o 10b,23.496525
2b 7o 10o,23.496525
2b 7o 10c,23.496525
2b 7o 11e,25.705019
2b 7o 11b,25.705019
2b 7o 11o,25.705019
2b 7o 11c,25.705019
2b 7o 12e,27.913513
2b 7o 12b,27.913513
2b 7o 12o,27.913513
2b 7o 12c,27.913513
2b 7c 10e,-1.5196911
2b 7c 10b,-1.5196911
2b 7c 10o,-1.5196911
2b 7c 10c,-1.5196911
2b 7c 11e,2.9837837
2b 7c 11b,2.9837837
2b 7c 11o,2.9837837
2b 7c 11c,2.9837837
2b 7c 12e,7.487259
2b 7c 12b,7.487259
2b 7c 12o,7.487259
2b 7c 12c,7.487259
2b 10e 10b,1.7559845
2b 10e 10o,1.7559845
2b 10e 10c,1.7559845
2b 10e 11e,6.041699
2b 10e 11b,6.041699
2b 10e 11o,6.041699
2b 10e 11c,6.041699
2b 10e 12e,10.267181
2b 10e 12b,10.267181
2b 10e 12o,10.267181
2b 10e 12c,10.267181
2b 10b 10o,1.7559845
2b 10b 10c,1.7559845
2b 10b 11e,6.041699
2b 10b 11b,6.041699
2b 10b 11o,6.041699
2b 10b 11c,6.041699
2b 10b 12e,10.267181
2b 10b 12b,10.267181
2b 10b 12o,10.267181
2b 10b 12c,10.267181
2b 10o 10c,1.7559845
2b 10o 11e,6.041699
2b 10o 11b,6.041699
2b 10o 11o,6.041699
2b 10o 11c,6.041699
2b 10o 12e,10.267181
2b 10o 12b,10.267181
2b 10o 12o,10.267181
2b 10o 12c,10.267181
2b 10c 11e,6.041699
2b 10c 11b,6.041699
2b 10c 11o,6.041699
2b 10c 11c,6.041699
2b 10c 12e,10.267181
2b 10c 12b,10.267181
2b 10c 12o,10.267181
2b 10c 12c,10.267181
2b 11e 11b,9.990733
2b 11e 11o,9.990733
2b 11e 11c,9.990733
2b 11e 12e,13.899614
2b 11e 12b,13.899614
2b 11e 12o,13.899614
2b 11e 12c,13.899614
2b 11b 11o,9.990733
2b 11b 11c,9.990733
2b 11b 12e,13.899614
2b 11b 12b,13.899614
2b 11b 12o,13.899614
2b 11b 12c,13.899614
2b 11o 11c,9.990733
2b 11o 12e,13.899614
2b 11o 12b,13.899614
2b 11o 12o,13.899614
2b 11o 12c,13.899614
2b 11c 12e,13.899614
2b 11c 12b,13.899614
2b 11c 12o,13.899614
2b 11c 12c,13.899614
2b 12e 12b,17.43475
2b 12e 12o,17.43475
2b 12e 12c,17.43475
2b 12b 12o,17.43475
2b 12b 12c,17.43475
2b 12o 12c,17.43475
2o 2c 3e,29.626255
2o 2c 3b,29.626255
2o 2c 3o,29.626255
2o 2c 3c,29.626255
2o 2c 4e,6.0741315
2o 2c 4b,6.0741315
2o 2c 4o,6.0741315
2o 2c 4c,6.0741315
2o 2c 5e,9.0764475
2o 2c 5b,9.0764475
2o 2c 5o,9.0764475
2o 2c 5c,9.0764475
2o 2c 6e,12.078765
2o 2c 6b,12.078765
2o 2c 6o,12.078765
2o 2c 6c,12.078765
2o 2c 7e,31.71892
2o 2c 7b,14.274903
2o 2c 7o,31.091892
2o 2c 7c,14.274903
2o 2c 10e,16.58224
2o 2c 10b,16.58224
2o 2c 10o,16.58224
2o 2c 10c,16.58224
2o 2c 11e,19.584557
2o 2c 11b,19.584557
2o 2c 11o,19.584557
2o 2c 11c,19.584557
2o 2c 12e,22.586872
2o 2c 12b,22.586872
2o 2c 12o,22.586872
2o 2c 12c,22.586872
2o 3e 3b,31.865637
2o 3e 3o,31.865637
2o 3e 3c,31.865637
2o 3e 4e,11.9722
2o 3e 4b,11.9722
2o 3e 4o,11.9722
2o 3e 4c,11.9722
2o 3e 5e,14.517375
2o 3e 5b,14.517375
2o 3e 5o,14.517375
2o 3e 5c,14.517375
2o 3e 6e,17.062548
2o 3e 6b,17.062548
2o 3e 6o,17.062548
2o 3e 6c,17.062548
2o 3e 7e,33.56448
2o 3e 7b,18.869497
2o 3e 7o,33.076447
2o 3e 7c,18.869497
2o 3e 10e,20.880308
2o 3e 10b,20.880308
2o 3e 10o,20.880308
2o 3e 10c,20.880308
2o 3e 11e,23.425482
2o 3e 11b,23.425482
2o 3e 11o,23.425482
2o 3e 11c,23.425482
2o 3e 12e,25.970655
2o 3e 12b,25.970655
2o 3e 12o,25.970655
2o 3e 12c,25.970655
2o 3b 3o,31.865637
2o 3b 3c,31.865637
2o 3b 4e,11.9722
2o 3b 4b,11.9722
2o 3b 4o,11.9722
2o 3b 4c,11.9722
2o 3b 5e,14.517375
2o 3b 5b,14.517375
2o 3b 5o,14.517375
2o 3b 5c,14.517375
2o 3b 6e,17.062548
2o 3b 6b,17.062548
2o 3b 6o,17.062548
2o 3b 6c,17.062548
2o 3b 7e,33.56448
2o 3b 7b,18.869497
2o 3b 7o,33.076447
2o 3b 7c,18.869497
2o 3b 10e,20.880308
2o 3b 10b,20.880308
2o 3b 10o,20.880308
2o 3b 10c,20.880308
2o 3b 11e,23.425482
2o 3b 11b,23.425482
2o 3b 11o,23.425482
2o 3b 11c,23.425482
2o 3b 12e,25.970655
2o 3b 12b,25.970655
2o 3b 12o,25.970655
2o 3b 12c,25.970655
2o 3o 3c,31.865637
2o 3o 4e,11.9722
2o 3o 4b,11.9722
2o 3o 4o,11.9722
2o 3o 4c,11.9722
2o 3o 5e,14.517375
2o 3o 5b,14.517375
2o 3o 5o,14.517375
2o 3o 5c,14.517375
2o 3o 6e,17.062548
2o 3o 6b,17.062548
2o 3o 6o,17.062548
2o 3o 6c,17.062548
2o 3o 7e,33.56448
2o 3o 7b,18.869497
2o 3o 7o,33.076447
2o 3o 7c,18.869497
2o 3o 10e,20.880308
2o 3o 10b,20.880308
2o 3o 10o,20.880308
2o 3o 10c,20.880308
2o 3o 11e,23.425482
2o 3o 11b,23.425482
2o 3o 11o,23.425482
2o 3o 11c,23.425482
2o 3o 12e,25.970655
2o 3o 12b,25.970655
2o 3o 12o,25.970655
2o 3o 12c,25.970655
2o 3c 4e,11.9722
2o 3c 4b,11.9722
2o 3c 4o,11.9722
2o 3c 4c,11.9722
2o 3c 5e,14.517375
2o 3c 5b,14.517375
2o 3c 5o,14.517375
2o 3c 5c,14.517375
2o 3c 6e,17.062548
2o 3c 6b,17.062548
2o 3c 6o,17.062548
2o 3c 6c,17.062548
2o 3c 7e,33.56448
2o 3c 7b,18.869497
2o 3c 7o,33.076447
2o 3c 7c,18.869497
2o 3c 10e,20.880308
2o 3c 10b,20.880308
2o 3c 10o,20.880308
2o 3c 10c,20.880308
2o 3c 11e,23.425482
2o 3c 11b,23.425482
2o 3c 11o,23.425482
2o 3c 11c,23.425482
2o 3c 12e,25.970655
2o 3c 12b,25.970655
2o 3c 12o,25.970655
2o 3c 12c,25.970655
2o 4e 4b,-33.292664
2o 4e 4o,-33.292664
2o 4e 4c,-33.292664
2o 4e 5e,-27.68803
2o 4e 5b,-27.68803
2o 4e 5o,-27.68803
2o 4e 5c,-27.68803
2o 4e 6e,-22.078764
2o 4e 6b,-22.078764
2o 4e 6o,-22.078764
2o 4e 6c,-22.078764
2o 4e 7e,17.267954
2o 4e 7b,-17.83475
2o 4e 7o,15.766795
2o 4e 7c,-17.83475
2o 4e 10e,-13.664865
2o 4e 10b,-13.664865
2o 4e 10o,-13.664865
2o 4e 10c,-13.664865
2o 4e 11e,-8.055598
2o 4e 11b,-8.055598
2o 4e 11o,-8.055598
2o 4e 11c,-8.055598
2o 4e 12e,-2.446332
2o 4e 12b,-2.446332
2o 4e 12o,-2.446332
2o 4e 12c,-2.446332
2o 4b 4o,-33.292664
2o 4b 4c,-33.292664
2o 4b 5e,-27.68803
2o 4b 5b,-27.68803
2o 4b 5o,-27.68803
2o 4b 5c,-27.68803
2o 4b 6e,-22.078764
2o 4b 6b,-22.078764
2o 4b 6o,-22.078764
2o 4b 6c,-22.078764
2o 4b 7e,17.267954
2o 4b 7b,-17.83475
2o 4b 7o,15.766795
2o 4b 7c,-17.83475
2o 4b 10e,-13.664865
2o 4b 10b,-13.664865
2o 4b 10o,-13.664865
2o 4b 10c,-13.664865
2o 4b 11e,-8.055598
2o 4b 11b,-8.055598
2o 4b 11o,-8.055598
2o 4b 11c,-8.055598
2o 4b 12e,-2.446332
2o 4b 12b,-2.446332
2o 4b 12o,-2.446332
2o 4b 12c,-2.446332
2o 4o 4c,-33.292664
2o 4o 5e,-27.68803
2o 4o 5b,-27.68803
2o 4o 5o,-27.68803
2o 4o 5c,-27.68803
2o 4o 6e,-22.078764
2o 4o 6b,-22.078764
2o 4o 6o,-22.078764
2o 4o 6c,-22.078764
2o 4o 7e,17.267954
2o 4o 7b,-17.83475
2o 4o 7o,15.766795
2o 4o 7c,-17.83475
2o 4o 10e,-13.664865
2o 4o 10b,-13.664865
2o 4o 10o,-13.664865
2o 4o 10c,-13.664865
2o 4o 11e,-8.055598
2o 4o 11b,-8.055598
2o 4o 11o,-8.055598
2o 4o 11c,-8.055598
2o 4o 12e,-2.446332
2o 4o 12b,-2.446332
2o 4o 12o,-2.446332
2o 4o 12c,-2.446332
2o 4c 5e,-27.68803
2o 4c 5b,-27.68803
2o 4c 5o,-27.68803
2o 4c 5c,-27.68803
2o 4c 6e,-22.078764
2o 4c 6b,-22.078764
2o 4c 6o,-22.078764
2o 4c 6c,-22.078764
2o 4c 7e,17.267954
2o 4c 7b,-17.83475
2o 4c 7o,15.766795
2o 4c 7c,-17.83475
2o 4c 10e,-13.664865
2o 4c 10b,-13.664865
2o 4c 10o,-13.664865
2o 4c 10c,-13.664865
2o 4c 11e,-8.055598
2o 4c 11b,-8.055598
2o 4c 11o,-8.055598
2o 4c 11c,-8.055598
2o 4c 12e,-2.446332
2o 4c 12b,-2.446332
2o 4c 12o,-2.446332
2o 4c 12c,-2.446332
2o 5e 5b,-22.290348
2o 5e 5o,-22.290348
2o 5e 5c,-22.290348
2o 5e 6e,-17.062548
2o 5e 6b,-17.062548
2o 5e 6o,-17.062548
2o 5e 6c,-17.062548
2o 5e 7e,19.352896
2o 5e 7b,-13.133591
2o 5e 7o,17.97529
2o 5e 7c,-13.133591
2o 5e 10e,-9.241699
2o 5e 10b,-9.241699
2o 5e 10o,-9.241699
2o 5e 10c,-9.241699
2o 5e 11e,-4.027799
2o 5e 11b,-4.027799
2o 5e 11o,-4.027799
2o 5e 11c,-4.027799
2o 5e 12e,1.1861004
2o 5e 12b,1.1861004
2o 5e 12o,1.1861004
2o 5e 12c,1.1861004
2o 5b 5o,-22.290348
2o 5b 5c,-22.290348
2o 5b 6e,-17.062548
2o 5b 6b,-17.062548
2o 5b 6o,-17.062548
2o 5b 6c,-17.062548
2o 5b 7e,19.352896
2o 5b 7b,-13.133591
2o 5b 7o,17.97529
2o 5b 7c,-13.133591
2o 5b 10e,-9.241699
2o 5b 10b,-9.241699
2o 5b 10o,-9.241699
2o 5b 10c,-9.241699
2o 5b 11e,-4.027799
2o 5b 11b,-4.027799
2o 5b 11o,-4.027799
2o 5b 11c,-4.027799
2o 5b 12e,1.1861004
2o 5b 12b,1.1861004
2o 5b 12o,1.1861004
2o 5b 12c,1.1861004
2o 5o 5c,-22.290348
2o 5o 6e,-17.062548
2o 5o 6b,-17.062548
2o 5o 6o,-17.062548
2o 5o 6c,-17.062548
2o 5o 7e,19.352896
2o 5o 7b,-13.133591
2o 5o 7o,17.97529
2o 5o 7c,-13.133591
2o 5o 10e,-9.241699
2o 5o 10b,-9.241699
2o 5o 10o,-9.241699
2o 5o 10c,-9.241699
2o 5o 11e,-4.027799
2o 5o 11b,-4.027799
2o 5o 11o,-4.027799
2o 5o 11c,-4.027799
2o 5o 12e,1.1861004
2o 5o 12b,1.1861004
2o 5o 12o,1.1861004
2o 5o 12c,1.1861004
2o 5c 6e,-17.062548
2o 5c 6b,-17.062548
2o 5c 6o,-17.062548
2o 5c 6c,-17.062548
2o 5c 7e,19.352896
2o 5c 7b,-13.133591
2o 5c 7o,17.97529
2o 5c 7c,-13.133591
2o 5c 10e,-9.241699
2o 5c 10b,-9.241699
2o 5c 10o,-9.241699
2o 5c 10c,-9.241699
2o 5c 11e,-4.027799
2o 5c 11b,-4.027799
2o 5c 11o,-4.027799
2o 5c 11c,-4.027799
2o 5c 12e,1.1861004
2o 5c 12b,1.1861004
2o 5c 12o,1.1861004
2o 5c 12c,1.1861004
2o 6e 6b,-12.078765
2o 6e 6o,-12.078765
2o 6e 6c,-12.078765
2o 6e 7e,21.437838
2o 6e 7b,-8.432432
2o 6e 7o,20.183784
2o 6e 7c,-8.432432
2o 6e 10e,-4.818533
2o 6e 10b,-4.818533
2o 6e 10o,-4.818533
2o 6e 10c,-4.818533
2o 6e 11e,0
2o 6e 11b,0
2o 6e 11o,0
2o 6e 11c,0
2o 6e 12e,4.818533
2o 6e 12b,4.818533
2o 6e 12o,4.818533
2o 6e 12c,4.818533
2o 6b 6o,-12.078765
2o 6b 6c,-12.078765
2o 6b 7e,21.437838
2o 6b 7b,-8.432432
2o 6b 7o,20.183784
2o 6b 7c,-8.432432
2o 6b 10e,-4.818533
2o 6b 10b,-4.818533
2o 6b 10o,-4.818533
2o 6b 10c,-4.818533
2o 6b 11e,0
2o 6b 11b,0
2o 6b 11o,0
2o 6b 11c,0
2o 6b 12e,4.818533
2o 6b 12b,4.818533
2o 6b 12o,4.818533
2o 6b 12c,4.818533
2o 6o 6c,-12.078765
2o 6o 7e,21.437838
2o 6o 7b,-8.432432
2o 6o 7o,20.183784
2o 6o 7c,-8.432432
2o 6o 10e,-4.818533
2o 6o 10b,-4.818533
2o 6o 10o,-4.818533
2o 6o 10c,-4.818533
2o 6o 11e,0
2o 6o 11b,0
2o 6o 11o,0
2o 6o 11c,0
2o 6o 12e,4.818533
2o 6o 12b,4.818533
2o 6o 12o,4.818533
2o 6o 12c,4.818533
2o 6c 7e,21.437838
2o 6c 7b,-8.432432
2o 6c 7o,20.183784
2o 6c 7c,-8.432432
2o 6c 10e,-4.818533
2o 6c 10b,-4.818533
2o 6c 10o,-4.818533
2o 6c 10c,-4.818533
2o 6c 11e,0
2o 6c 11b,0
2o 6c 11o,0
2o 6c 11c,0
2o 6c 12e,4.818533
2o 6c 12b,4.818533
2o 6c 12o,4.818533
2o 6c 12c,4.818533
2o 7e 7b,22.92973
2o 7e 7o,34.520462
2o 7e 7c,22.92973
2o 7e 10e,24.56525
2o 7e 10b,24.56525
2o 7e 10o,24.56525
2o 7e 10c,24.56525
2o 7e 11e,26.650192
2o 7e 11b,26.650192
2o 7e 11o,26.650192
2o 7e 11c,26.650192
2o 7e 12e,28.735136
2o 7e 12b,28.735136
2o 7e 12o,28.735136
2o 7e 12c,28.735136
2o 7b 7o,21.772972
2o 7b 7c,-4.8833976
2o 7b 10e,-1.5196911
2o 7b 10b,-1.5196911
2o 7b 10o,-1.5196911
2o 7b 10c,-1.5196911
2o 7b 11e,2.9837837
2o 7b 11b,2.9837837
2o 7b 11o,2.9837837
2o 7b 11c,2.9837837
2o 7b 12e,7.487259
2o 7b 12b,7.487259
2o 7b 12o,7.487259
2o 7b 12c,7.487259
2o 7o 7c,21.772972
2o 7o 10e,23.496525
2o 7o 10b,23.496525
2o 7o 10o,23.496525
2o 7o 10c,23.496525
2o 7o 11e,25.705019
2o 7o 11b,25.705019
2o 7o 11o,25.705019
2o 7o 11c,25.705019
2o 7o 12e,27.913513
2o 7o 12b,27.913513
2o 7o 12o,27.913513
2o 7o 12c,27.913513
2o 7c 10e,-1.5196911
2o 7c 10b,-1.5196911
2o 7c 10o,-1.5196911
2o 7c 10c,-1.5196911
2o 7c 11e,2.9837837
2o 7c 11b,2.9837837
2o 7c 11o,2.9837837
2o 7c 11c,2.9837837
2o 7c 12e,7.487259
2o 7c 12b,7.487259
2o 7c 12o,7.487259
2o 7c 12c,7.487259
2o 10e 10b,1.7559845
2o 10e 10o,1.7559845
2o 10e 10c,1.7559845
2o 10e 11e,6.041699
2o 10e 11b,6.041699
2o 10e 11o,6.041699
2o 10e 11c,6.041699
2o 10e 12e,10.267181
2o 10e 12b,10.267181
2o 10e 12o,10.267181
2o 10e 12c,10.267181
2o 10b 10o,1.7559845
2o 10b 10c,1.7559845
2o 10b 11e,6.041699
2o 10b 11b,6.041699
2o 10b 11o,6.041699
2o 10b 11c,6.041699
2o 10b 12e,10.267181
2o 10b 12b,10.267181
2o 10b 12o,10.267181
2o 10b 12c,10.267181
2o 10o 10c,1.7559845
2o 10o 11e,6.041699
2o 10o 11b,6.041699
2o 10o 11o,6.041699
2o 10o 11c,6.041699
2o 10o 12e,10.267181
2o 10o 12b,10.267181
2o 10o 12o,10.267181
2o 10o 12c,10.267181
2o 10c 11e,6.041699
2o 10c 11b,6.041699
2o 10c 11o,6.041699
2o 10c 11c,6.041699
2o 10c 12e,10.267181
2o 10c 12b,10.267181
2o 10c 12o,10.267181
2o 10c 12c,10.267181
2o 11e 11b,9.990733
2o 11e 11o,9.990733
2o 11e 11c,9.990733
2o 11e 12e,13.899614
2o 11e 12b,13.899614
2o 11e 12o,13.899614
2o 11e 12c,13.899614
2o 11b 11o,9.990733
2o 11b 11c,9.990733
2o 11b 12e,13.899614
2o 11b 12b,13.899614
2o 11b 12o,13.899614
2o 11b 12c,13.899614
2o 11o 11c,9.990733
2o 11o 12e,13.899614
2o 11o 12b,13.899614
2o 11o 12o,13.899614
2o 11o 12c,13.899614
2o 11c 12e,13.899614
2o 11c 12b,13.899614
2o 11c 12o,13.899614
2o 11c 12c,13.899614
2o 12e 12b,17.43475
2o 12e 12o,17.43475
2o 12e 12c,17.43475
2o 12b 12o,17.43475
2o 12b 12c,17.43475
2o 12o 12c,17.43475
2c 3e 3b,31.865637
2c 3e 3o,31.865637
2c 3e 3c,31.865637
2c 3e 4e,11.9722
2c 3e 4b,11.9722
2c 3e 4o,11.9722
2c 3e 4c,11.9722
2c 3e 5e,14.517375
2c 3e 5b,14.517375
2c 3e 5o,14.517375
2c 3e 5c,14.517375
2c 3e 6e,17.062548
2c 3e 6b,17.062548
2c 3e 6o,17.062548
2c 3e 6c,17.062548
2c 3e 7e,33.56448
2c 3e 7b,18.869497
2c 3e 7o,33.076447
2c 3e 7c,18.869497
2c 3e 10e,20.880308
2c 3e 10b,20.880308
2c 3e 10o,20.880308
2c 3e 10c,20.880308
2c 3e 11e,23.425482
2c 3e 11b,23.425482
2c 3e 11o,23.425482
2c 3e 11c,23.425482
2c 3e 12e,25.970655
2c 3e 12b,25.970655
2c 3e 12o,25.970655
2c 3e 12c,25.970655
2c 3b 3o,31.865637
2c 3b 3c,31.865637
2c 3b 4e,11.9722
2c 3b 4b,11.9722
2c 3b 4o,11.9722
2c 3b 4c,11.9722
2c 3b 5e,14.517375
2c 3b 5b,14.517375
2c 3b 5o,14.517375
2c 3b 5c,14.517375
2c 3b 6e,17.062548
2c 3b 6b,17.062548
2c 3b 6o,17.062548
2c 3b 6c,17.062548
2c 3b 7e,33.56448
2c 3b 7b,18.869497
2c 3b 7o,33.076447
2c 3b 7c,18.869497
2c 3b 10e,20.880308
2c 3b 10b,20.880308
2c 3b 10o,20.880308
2c 3b 10c,20.880308
2c 3b 11e,23.425482
2c 3b 11b,23.425482
2c 3b 11o,23.425482
2c 3b 11c,23.425482
2c 3b 12e,25.970655
2c 3b 12b,25.970655
2c 3b 12o,25.970655
2c 3b 12c,25.970655
2c 3o 3c,31.865637
2c 3o 4e,11.9722
2c 3o 4b,11.9722
2c 3o 4o,11.9722
2c 3o 4c,11.9722
2c 3o 5e,14.517375
2c 3o 5b,14.517375
2c 3o 5o,14.517375
2c 3o 5c,14.517375
2c 3o 6e,17.062548
2c 3o 6b,17.062548
2c 3o 6o,17.062548
2c 3o 6c,17.062548
2c 3o 7e,33.56448
2c 3o 7b,18.869497
2c 3o 7o,33.076447
2c 3o 7c,18.869497
2c 3o 10e,20.880308
2c 3o 10b,20.880308
2c 3o 10o,20.880308
2c 3o 10c,20.880308
2c 3o 11e,23.425482
2c 3o 11b,23.425482
2c 3o 11o,23.425482
2c 3o 11c,23.425482
2c 3o 12e,25.970655
2c 3o 12b,25.970655
2c 3o 12o,25.970655
2c 3o 12c,25.970655
2c 3c 4e,11.9722
2c 3c 4b,11.9722
2c 3c 4o,11.9722
2c 3c 4c,11.9722
2c 3c 5e,14.517375
2c 3c 5b,14.517375
2c 3c 5o,14.517375
2c 3c 5c,14.517375
2c 3c 6e,17.062548
2c 3c 6b,17.062548
2c 3c 6o,17.062548
2c 3c 6c,17.062548
2c 3c 7e,33.56448
2c 3c 7b,18.869497
2c 3c 7o,33.076447
2c 3c 7c,18.869497
2c 3c 10e,20.880308
